Source,CorrID,Target,PersID,Overallcount,Type,Label,Weight
"Peter Altenberg","2147","Karl Richter","23360","7","Directed","Peter Altenberg–Karl Richter","5"
"Peter Altenberg","2147","Georg Engländer","2260","6","Directed","Peter Altenberg–Georg Engländer","3"
"Peter Altenberg","2147","Franz Hansy","2320","3","Directed","Peter Altenberg–Franz Hansy","2"
"Peter Altenberg","2147","Richard Beer-Hofmann","10863","356","Directed","Peter Altenberg–Richard Beer-Hofmann","2"
"Peter Altenberg","2147","Gerhart Hauptmann","11617","37","Directed","Peter Altenberg–Gerhart Hauptmann","2"
"Peter Altenberg","2147","Hugo von Hofmannsthal","11740","271","Directed","Peter Altenberg–Hugo von Hofmannsthal","2"
"Peter Altenberg","2147","Leo Ebermann","2157","10","Directed","Peter Altenberg–Leo Ebermann","1"
"Peter Altenberg","2147","Olga Schnitzler","2173","459","Directed","Peter Altenberg–Olga Schnitzler","1"
"Peter Altenberg","2147","Egon Friedell","2771","1","Directed","Peter Altenberg–Egon Friedell","1"
"Peter Altenberg","2147","Franz Ferdinand von Österreich-Este","3287","2","Directed","Peter Altenberg–Franz Ferdinand von Österreich-Este","1"
"Peter Altenberg","2147","Joris-Karl Huysmans","5449","3","Directed","Peter Altenberg–Joris-Karl Huysmans","1"
"Peter Altenberg","2147","Bernhard von Bülow","6560","1","Directed","Peter Altenberg–Bernhard von Bülow","1"
"Peter Altenberg","2147","Hermann Bahr","10815","208","Directed","Peter Altenberg–Hermann Bahr","1"
"Peter Altenberg","2147","Ernst Hartmann","11610","3","Directed","Peter Altenberg–Ernst Hartmann","1"
"Peter Altenberg","2147","Karl Kraus","11988","27","Directed","Peter Altenberg–Karl Kraus","1"
"Peter Altenberg","2147","Gustav Schwarzkopf","12740","87","Directed","Peter Altenberg–Gustav Schwarzkopf","1"
"Peter Altenberg","2147","Karl I. von Österreich-Ungarn","19126","1","Directed","Peter Altenberg–Karl I. von Österreich-Ungarn","1"
"Peter Altenberg","2147","Karl Stephan von Österreich","19131","1","Directed","Peter Altenberg–Karl Stephan von Österreich","1"
"Peter Altenberg","2147","Nah-Badû","29138","1","Directed","Peter Altenberg–Nah-Badû","1"
"Peter Altenberg","2147","Klara Panhans","29139","1","Directed","Peter Altenberg–Klara Panhans","1"
"Peter Altenberg","2147","?? [Wärter von Peter Altenberg]","50119","2","Directed","Peter Altenberg–?? [Wärter von Peter Altenberg]","1"
"Peter Altenberg","2147","Margarethe Engländer","50236","1","Directed","Peter Altenberg–Margarethe Engländer","1"
"Peter Altenberg","2147","Anton Bulling","53386","1","Directed","Peter Altenberg–Anton Bulling","1"
"Peter Altenberg","2147","Franz Panhans","53388","1","Directed","Peter Altenberg–Franz Panhans","1"
