Source,CorrID,Target,PlaceID,Overallcount,Type,Label,Weight
"Karl Kraus","11988","Wien","50","1647","Directed","Karl Kraus–Wien","11"
"Karl Kraus","11988","Grillparzerstraße","412","33","Directed","Karl Kraus–Grillparzerstraße","7"
"Karl Kraus","11988","Mahlerstraße","1178","8","Directed","Karl Kraus–Mahlerstraße","7"
"Karl Kraus","11988","I., Innere Stadt","51","25","Directed","Karl Kraus–I., Innere Stadt","6"
"Karl Kraus","11988","Café Griensteidl","34","40","Directed","Karl Kraus–Café Griensteidl","4"
"Karl Kraus","11988","Berlin","168","570","Directed","Karl Kraus–Berlin","4"
"Karl Kraus","11988","Bremen","891","5","Directed","Karl Kraus–Bremen","3"
"Karl Kraus","11988","Burgtheater","14","55","Directed","Karl Kraus–Burgtheater","2"
"Karl Kraus","11988","IX., Alsergrund","59","36","Directed","Karl Kraus–IX., Alsergrund","2"
"Karl Kraus","11988","England","254","24","Directed","Karl Kraus–England","2"
"Karl Kraus","11988","Frankgasse 1","168934","225","Directed","Karl Kraus–Frankgasse 1","2"
"Karl Kraus","11988","Café Luitpold","100","1","Directed","Karl Kraus–Café Luitpold","1"
"Karl Kraus","11988","Kleines Theater","208","2","Directed","Karl Kraus–Kleines Theater","1"
"Karl Kraus","11988","Bad Ischl","213","211","Directed","Karl Kraus–Bad Ischl","1"
"Karl Kraus","11988","Burgring","274","2","Directed","Karl Kraus–Burgring","1"
"Karl Kraus","11988","Hotel Guarnero","306","3","Directed","Karl Kraus–Hotel Guarnero","1"
"Karl Kraus","11988","Café Walther","416","2","Directed","Karl Kraus–Café Walther","1"
"Karl Kraus","11988","Oberösterreich","519","10","Directed","Karl Kraus–Oberösterreich","1"
"Karl Kraus","11988","Residenztheater München","635","5","Directed","Karl Kraus–Residenztheater München","1"
"Karl Kraus","11988","Prag","652","37","Directed","Karl Kraus–Prag","1"
"Karl Kraus","11988","Neues Theater","720","3","Directed","Karl Kraus–Neues Theater","1"
"Karl Kraus","11988","Pension Quisisana","756","4","Directed","Karl Kraus–Pension Quisisana","1"
"Karl Kraus","11988","Marienbad","772","22","Directed","Karl Kraus–Marienbad","1"
"Karl Kraus","11988","Leipzig","864","29","Directed","Karl Kraus–Leipzig","1"
"Karl Kraus","11988","Schliersee","936","7","Directed","Karl Kraus–Schliersee","1"
"Karl Kraus","11988","Schultheiß","1176","1","Directed","Karl Kraus–Schultheiß","1"
"Karl Kraus","11988","Waldemarstraße","1177","1","Directed","Karl Kraus–Waldemarstraße","1"
"Karl Kraus","11988","Stadttheater (Bad Ischl)","1179","2","Directed","Karl Kraus–Stadttheater (Bad Ischl)","1"
"Karl Kraus","11988","Wallnertheater","1180","1","Directed","Karl Kraus–Wallnertheater","1"
"Karl Kraus","11988","Oberbayern","1201","6","Directed","Karl Kraus–Oberbayern","1"
"Karl Kraus","11988","Beuerberg","1203","1","Directed","Karl Kraus–Beuerberg","1"
"Karl Kraus","11988","Auf der Öd","1204","1","Directed","Karl Kraus–Auf der Öd","1"
"Karl Kraus","11988","Ramsauer Garni Café","1219","1","Directed","Karl Kraus–Ramsauer Garni Café","1"
"Karl Kraus","11988","Grazer Straße","1220","16","Directed","Karl Kraus–Grazer Straße","1"
"Karl Kraus","11988","Schwindgasse","1227","1","Directed","Karl Kraus–Schwindgasse","1"
"Karl Kraus","11988","Addison Street","1230","1","Directed","Karl Kraus–Addison Street","1"
"Karl Kraus","11988","Mauerstraße","33972","1","Directed","Karl Kraus–Mauerstraße","1"
"Karl Kraus","11988","Wiener Hof","33974","1","Directed","Karl Kraus–Wiener Hof","1"
"Karl Kraus","11988","Vereinigte Staaten von Amerika (USA)","43406","4","Directed","Karl Kraus–Vereinigte Staaten von Amerika (USA)","1"
"Karl Kraus","11988","New York City","44053","7","Directed","Karl Kraus–New York City","1"
"Karl Kraus","11988","New Jersey","44261","1","Directed","Karl Kraus–New Jersey","1"
